brand,model,exact_url,best_url,status,matched_file,note
TOYOTA,Hi-ACE Commuter HI Grade,/cars/Hi-ACE Commuter HI Grade.jpg,/cars/Hi-ACE Commuter HI Grade.jpg,OK_EXACT,Hi-ACE Commuter HI Grade.jpg,
TOYOTA,New Fortuner Srz 2.7 With Gr Parts A/T Imp 2024,/cars/New Fortuner Srz 2.7 With Gr Parts AT Imp 2024.jpg,/cars/New Fortuner Srz 2.7 With Gr Parts AT Imp 2024.jpg,OK_EXACT,New Fortuner Srz 2.7 With Gr Parts AT Imp 2024.jpg,
TOYOTA,New Fortuner Vrz 2.8 AT 2022,,/cars/default.jpg,MISS,,
TOYOTA,New Fortuner Vrz 2.8 Gr Sport AT 2022,/cars/New Fortuner Vrz 2.8 Gr Sport AT 2022.jpg,/cars/New Fortuner Vrz 2.8 Gr Sport AT 2022.jpg,OK_EXACT,New Fortuner Vrz 2.8 Gr Sport AT 2022.jpg,
TOYOTA,New Fortuner Vrz 2.8 With Gr Parts Tss Dsl A/T Imp 2024,/cars/New Fortuner Vrz 2.8 With Gr Parts Tss Dsl AT Imp 2024.jpg,/cars/New Fortuner Vrz 2.8 With Gr Parts Tss Dsl AT Imp 2024.jpg,OK_EXACT,New Fortuner Vrz 2.8 With Gr Parts Tss Dsl AT Imp 2024.jpg,
TOYOTA,New Fortuner Vrz 2.8 Dsl A/T Imp 2024,/cars/New Fortuner Vrz 2.8 Dsl AT Imp 2024.jpg,/cars/New Fortuner Vrz 2.8 Dsl AT Imp 2024.jpg,OK_EXACT,New Fortuner Vrz 2.8 Dsl AT Imp 2024.jpg,
TOYOTA,Hi-ACE 2.8 Premio,/cars/Hi-ACE 2.8 Premio.jpg,/cars/Hi-ACE 2.8 Premio.jpg,OK_EXACT,Hi-ACE 2.8 Premio.jpg,
TOYOTA,Land Cruiser 300 GR0S,/cars/Land Cruiser 300 GR0S.jpeg,/cars/Land Cruiser 300 GR0S.jpeg,OK_EXACT,Land Cruiser 300 GR0S.jpeg,
TOYOTA,Land Cruiser 300 VX0R,/cars/Land Cruiser 300 VX0R.jpeg,/cars/Land Cruiser 300 VX0R.jpeg,OK_EXACT,Land Cruiser 300 VX0R.jpeg,
TOYOTA,Land Cruiser 70,/cars/Land Cruiser 70.jpg,/cars/Land Cruiser 70.jpg,OK_EXACT,Land Cruiser 70.jpg,
TOYOTA,New Fortuner 2.8 With Gr Parts 4X4 Dsl A/T Imp 2024,/cars/New Fortuner 2.8 With Gr Parts 4X4 Dsl AT Imp 2024.jpg,/cars/New Fortuner 2.8 With Gr Parts 4X4 Dsl AT Imp 2024.jpg,OK_EXACT,New Fortuner 2.8 With Gr Parts 4X4 Dsl AT Imp 2024.jpg,
TOYOTA,New Fortuner Vrz 2.8 4X4 Dsl A/T Imp 2024,/cars/New Fortuner Vrz 2.8 4X4 Dsl AT Imp 2024.jpg,/cars/New Fortuner Vrz 2.8 4X4 Dsl AT Imp 2024.jpg,OK_EXACT,New Fortuner Vrz 2.8 4X4 Dsl AT Imp 2024.jpg,
TOYOTA,New Fortuner 2.8 Gr Sport 4X4 Dsl A/T Imp 2024,/cars/New Fortuner 2.8 Gr Sport 4X4 Dsl AT Imp 2024.jpg,/cars/New Fortuner 2.8 Gr Sport 4X4 Dsl AT Imp 2024.jpg,OK_EXACT,New Fortuner 2.8 Gr Sport 4X4 Dsl AT Imp 2024.jpg,
TOYOTA,New Agya 1.2 G Cvt Mi 2025,/cars/New Agya 1.2 G Cvt Mi 2025.jpg,/cars/New Agya 1.2 G Cvt Mi 2025.jpg,OK_EXACT,New Agya 1.2 G Cvt Mi 2025.jpg,
TOYOTA,Calya 1.2 E Std 2022,/cars/Calya 1.2 E Std 2022.jpg,/cars/Calya 1.2 E Std 2022.jpg,OK_EXACT,Calya 1.2 E Std 2022.jpg,
TOYOTA,Calya 1.2 E 2022,/cars/Calya 1.2 E 2022.jpg,/cars/Calya 1.2 E 2022.jpg,OK_EXACT,Calya 1.2 E 2022.jpg,
TOYOTA,Calya 1.2 G 2022,/cars/Calya 1.2 G 2022.jpg,/cars/Calya 1.2 G 2022.jpg,OK_EXACT,Calya 1.2 G 2022.jpg,
TOYOTA,Calya 1.2 G AT  2022,/cars/Calya 1.2 G AT 2022.jpg,/cars/Calya 1.2 G AT 2022.jpg,OK_EXACT,Calya 1.2 G AT 2022.jpg,
VINFAST,VF 3,/cars/VF 3.jpg,/cars/VF 3.jpg,OK_EXACT,VF 3.jpg,
VINFAST,VF e34,/cars/VF e34.jpg,/cars/VF e34.jpg,OK_EXACT,VF e34.jpg,
VINFAST,VF 5,/cars/VF 5.jpg,/cars/VF 5.jpg,OK_EXACT,VF 5.jpg,
VINFAST,VF 6 Eco,/cars/VF 6 Eco.jpg,/cars/VF 6 Eco.jpg,OK_EXACT,VF 6 Eco.jpg,
VINFAST,VF 6 Plus,/cars/VF 6 Plus.jpg,/cars/VF 6 Plus.jpg,OK_EXACT,VF 6 Plus.jpg,
VINFAST,VF 7 Eco,/cars/VF 7 Eco.jpg,/cars/VF 7 Eco.jpg,OK_EXACT,VF 7 Eco.jpg,
VOLKSWAGEN,T0Cross 1.0 TSI AT,/cars/T0Cross 1.0 TSI AT.jpg,/cars/T0Cross 1.0 TSI AT.jpg,OK_EXACT,T0Cross 1.0 TSI AT.jpg,
VOLKSWAGEN,Tiguan Allspace 1.4 TSI AT,/cars/Tiguan Allspace 1.4 TSI AT.jpg,/cars/Tiguan Allspace 1.4 TSI AT.jpg,OK_EXACT,Tiguan Allspace 1.4 TSI AT.jpg,
VOLKSWAGEN,ID.BUZZ LWB EV AT,/cars/ID.BUZZ LWB EV AT.jpg,/cars/ID.BUZZ LWB EV AT.jpg,OK_EXACT,ID.BUZZ LWB EV AT.jpg,
VOLVO CARS,XC40 Plugin Hybrid,/cars/XC40 Plugin Hybrid.jpg,/cars/XC40 Plugin Hybrid.jpg,OK_EXACT,XC40 Plugin Hybrid.jpg,
VOLVO CARS,EX30 Plus Electric Vehicles,/cars/EX30 Plus Electric Vehicles.jpg,/cars/EX30 Plus Electric Vehicles.jpg,OK_EXACT,EX30 Plus Electric Vehicles.jpg,
VOLVO CARS,EX30 Ultra Electric Vehicles,/cars/EX30 Ultra Electric Vehicles.jpg,/cars/EX30 Ultra Electric Vehicles.jpg,OK_EXACT,EX30 Ultra Electric Vehicles.jpg,
VOLVO CARS,C40 Electric Vehicles,/cars/C40 Electric Vehicles.jpg,/cars/C40 Electric Vehicles.jpg,OK_EXACT,C40 Electric Vehicles.jpg,
VOLVO CARS,EC40 Electric Vehicles,/cars/EC40 Electric Vehicles.jpg,/cars/EC40 Electric Vehicles.jpg,OK_EXACT,EC40 Electric Vehicles.jpg,
VOLVO CARS,EX40 Electric Vehicles,/cars/EX40 Electric Vehicles.jpg,/cars/EX40 Electric Vehicles.jpg,OK_EXACT,EX40 Electric Vehicles.jpg,
VOLVO CARS,XC40 Electrical Vehicles,/cars/XC40 Electrical Vehicles.jpg,/cars/XC40 Electrical Vehicles.jpg,OK_EXACT,XC40 Electrical Vehicles.jpg,
VOLVO CARS,XC60 Plugin Hybrid,/cars/XC60 Plugin Hybrid.jpg,/cars/XC60 Plugin Hybrid.jpg,OK_EXACT,XC60 Plugin Hybrid.jpg,
VOLVO CARS,XC90 Plugin Hybrid,/cars/XC90 Plugin Hybrid.jpg,/cars/XC90 Plugin Hybrid.jpg,OK_EXACT,XC90 Plugin Hybrid.jpg,
WULING,Confero S 1.5,/cars/Confero S 1.5.jpg,/cars/Confero S 1.5.jpg,OK_EXACT,Confero S 1.5.jpg,
WULING,Confero S 1.5C,/cars/Confero S 1.5C.jpg,/cars/Confero S 1.5C.jpg,OK_EXACT,Confero S 1.5C.jpg,
WULING,Confero S 1.5L,/cars/Confero S 1.5L.jpg,/cars/Confero S 1.5L.jpg,OK_EXACT,Confero S 1.5L.jpg,
WULING,Cortez 1.5S T CVT,/cars/Cortez 1.5S T CVT.jpg,/cars/Cortez 1.5S T CVT.jpg,OK_EXACT,Cortez 1.5S T CVT.jpg,
WULING,Cortez 1.5S T MT,/cars/Cortez 1.5S T MT.jpg,/cars/Cortez 1.5S T MT.jpg,OK_EXACT,Cortez 1.5S T MT.jpg,
WULING,Cortez 1.5 CE,/cars/Cortez 1.5 CE.jpg,/cars/Cortez 1.5 CE.jpg,OK_EXACT,Cortez 1.5 CE.jpg,
WULING,Cortez 1.5 EX,/cars/Cortez 1.5 EX.jpg,/cars/Cortez 1.5 EX.jpg,OK_EXACT,Cortez 1.5 EX.jpg,
WULING,Cortez 1.5S MT,,/cars/default.jpg,MISS,,
WULING,Cortez 1.5C MT,/cars/Cortez 1.5C MT.jpg,/cars/Cortez 1.5C MT.jpg,OK_EXACT,Cortez 1.5C MT.jpg,
WULING,Formo 1.2 BV,/cars/Formo 1.2 BV.jpg,/cars/Formo 1.2 BV.jpg,OK_EXACT,Formo 1.2 BV.jpg,
WULING,Formo 1.2,/cars/Formo 1.2.jpg,/cars/Formo 1.2.jpg,OK_EXACT,Formo 1.2.jpg,
WULING,Air EV Lite,/cars/Air EV Lite.jpg,/cars/Air EV Lite.jpg,OK_EXACT,Air EV Lite.jpg,
WULING,Air EV Lite 300KM,/cars/Air EV Lite 300KM.jpg,/cars/Air EV Lite 300KM.jpg,OK_EXACT,Air EV Lite 300KM.jpg,
WULING,Air EV Standard Range,/cars/Air EV Standard Range.jpg,/cars/Air EV Standard Range.jpg,OK_EXACT,Air EV Standard Range.jpg,
WULING,Air EV Long Range,/cars/Air EV Long Range.jpg,/cars/Air EV Long Range.jpg,OK_EXACT,Air EV Long Range.jpg,
WULING,New Air ev Lite 200KM,/cars/New Air ev Lite 200KM.jpg,/cars/New Air ev Lite 200KM.jpg,OK_EXACT,New Air ev Lite 200KM.jpg,
WULING,New Air ev Lite 300KM,/cars/New Air ev Lite 300KM.jpg,/cars/New Air ev Lite 300KM.jpg,OK_EXACT,New Air ev Lite 300KM.jpg,
WULING,New Air ev Pro 300KM,/cars/New Air ev Pro 300KM.jpg,/cars/New Air ev Pro 300KM.jpg,OK_EXACT,New Air ev Pro 300KM.jpg,
WULING,Binguo 333 KM AC,/cars/Binguo 333 KM AC.jpg,/cars/Binguo 333 KM AC.jpg,OK_EXACT,Binguo 333 KM AC.jpg,
WULING,Binguo 333 KM DC,/cars/Binguo 333 KM DC.jpg,/cars/Binguo 333 KM DC.jpg,OK_EXACT,Binguo 333 KM DC.jpg,
WULING,Binguo 410 KM DC,/cars/Binguo 410 KM DC.jpg,/cars/Binguo 410 KM DC.jpg,OK_EXACT,Binguo 410 KM DC.jpg,
WULING,New Binguo Lite,/cars/New Binguo Lite.jpg,/cars/New Binguo Lite.jpg,OK_EXACT,New Binguo Lite.jpg,
WULING,New Binguo Pro,/cars/New Binguo Pro.jpg,/cars/New Binguo Pro.jpg,OK_EXACT,New Binguo Pro.jpg,
WULING,Cloud 460 KM,/cars/Cloud 460 KM.jpg,/cars/Cloud 460 KM.jpg,OK_EXACT,Cloud 460 KM.jpg,
WULING,New Cloud Pro,/cars/New Cloud Pro.jpg,/cars/New Cloud Pro.jpg,OK_EXACT,New Cloud Pro.jpg,
WULING,New Cloud Lite,/cars/New Cloud Lite.png,/cars/New Cloud Lite.png,OK_EXACT,New Cloud Lite.png,
WULING,Mitra EV MB 400 km,/cars/Mitra EV MB 400 km.jpg,/cars/Mitra EV MB 400 km.jpg,OK_EXACT,Mitra EV MB 400 km.jpg,
WULING,Mitra EV BV 400 km,/cars/Mitra EV BV 400 km.jpg,/cars/Mitra EV BV 400 km.jpg,OK_EXACT,Mitra EV BV 400 km.jpg,
WULING,Mitra EV MB 300 km,/cars/Mitra EV MB 300 km.jpg,/cars/Mitra EV MB 300 km.jpg,OK_EXACT,Mitra EV MB 300 km.jpg,
WULING,Mitra EV BV 300 km,/cars/Mitra EV BV 300 km.jpg,/cars/Mitra EV BV 300 km.jpg,OK_EXACT,Mitra EV BV 300 km.jpg,
WULING,Alvez 1.5 SE,/cars/Alvez 1.5 SE.jpg,/cars/Alvez 1.5 SE.jpg,OK_EXACT,Alvez 1.5 SE.jpg,
WULING,Alvez 1.5 CE,/cars/Alvez 1.5 CE.jpg,/cars/Alvez 1.5 CE.jpg,OK_EXACT,Alvez 1.5 CE.jpg,
WULING,Alvez 1.5 EX,/cars/Alvez 1.5 EX.jpg,/cars/Alvez 1.5 EX.jpg,OK_EXACT,Alvez 1.5 EX.jpg,
WULING,New Almaz RS Pro,/cars/New Almaz RS Pro.jpg,/cars/New Almaz RS Pro.jpg,OK_EXACT,New Almaz RS Pro.jpg,
WULING,Almaz 1.5L,/cars/Almaz 1.5L.jpg,/cars/Almaz 1.5L.jpg,OK_EXACT,Almaz 1.5L.jpg,
WULING,Almaz 1.5E+ T CVT,/cars/Almaz 1.5E+ T CVT.jpg,/cars/Almaz 1.5E+ T CVT.jpg,OK_EXACT,Almaz 1.5E+ T CVT.jpg,
WULING,Almaz RS 1.5T Pro,/cars/Almaz RS 1.5T Pro.jpg,/cars/Almaz RS 1.5T Pro.jpg,OK_EXACT,Almaz RS 1.5T Pro.jpg,
WULING,Cortez 1.8C MT,/cars/Cortez 1.8C MT.jpg,/cars/Cortez 1.8C MT.jpg,OK_EXACT,Cortez 1.8C MT.jpg,
WULING,Cortez 1.8L AT,/cars/Cortez 1.8L AT.jpg,/cars/Cortez 1.8L AT.jpg,OK_EXACT,Cortez 1.8L AT.jpg,
WULING,New Almaz HEV,/cars/New Almaz HEV.jpg,/cars/New Almaz HEV.jpg,OK_EXACT,New Almaz HEV.jpg,
WULING,Almaz RS Hybrid,/cars/Almaz RS Hybrid.jpg,/cars/Almaz RS Hybrid.jpg,OK_EXACT,Almaz RS Hybrid.jpg,
WULING,Formo Max 1.5 MT,,/cars/default.jpg,MISS,,
XPENG,X9 Standard Range Pro (4x2) A/T,/cars/X9 Standard Range Pro (4x2) AT.jpeg,/cars/X9 Standard Range Pro (4x2) AT.jpeg,OK_EXACT,X9 Standard Range Pro (4x2) AT.jpeg,
XPENG,X9 Long Range Pro (4x2) A/T,/cars/X9 Long Range Pro (4x2) AT.jpeg,/cars/X9 Long Range Pro (4x2) AT.jpeg,OK_EXACT,X9 Long Range Pro (4x2) AT.jpeg,
XPENG,X9 Long Range Pro+ (4x2) A/T,/cars/X9 Long Range Pro+ (4x2) AT.jpg,/cars/X9 Long Range Pro+ (4x2) AT.jpg,OK_EXACT,X9 Long Range Pro+ (4x2) AT.jpg,
XPENG,G6 Standard Range (4x2) A/T,/cars/G6 Standard Range (4x2) AT.jpg,/cars/G6 Standard Range (4x2) AT.jpg,OK_EXACT,G6 Standard Range (4x2) AT.jpg,
